port,dependency
p5.34-xml-parser,p5.34-libwww-perl
p11-kit,gettext-runtime
p11-kit,libtasn1
p11-kit,libffi
p11-kit,libxslt
p11-kit,curl-ca-bundle
pango,glib2
pango,cairo
pango,fribidi
pango,harfbuzz
pango,Xft2
pcre,bzip2
pcre,libedit
pcre,zlib
pcre2,bzip2
pcre2,libedit
pcre2,zlib
perl5,perl5.34
perl5.26,db48
perl5.26,gdbm
perl5.28,db48
perl5.28,gdbm
perl5.30,db48
perl5.30,gdbm
perl5.34,db48
perl5.34,gdbm
pkgconfig,libiconv
poppler,bzip2
poppler,cairo
poppler,curl
poppler,expat
poppler,fontconfig
poppler,freetype
poppler,glib2
poppler,gpgme
poppler,lcms2
poppler,libiconv
poppler,libjpeg-turbo
poppler,libpng
poppler,nss
poppler,openjpeg
poppler,poppler-data
poppler,tiff
poppler,zlib
poppler,gobject-introspection
poppler,boost176
popt,gettext-runtime
popt,libiconv
potrace,zlib
pulseaudio,libiconv
pulseaudio,libsndfile
pulseaudio,libtool
pulseaudio,gdbm
pulseaudio,glib2
pulseaudio,dbus
pulseaudio,fftw-3-single
pulseaudio,speexDSP
pulseaudio,orc
pulseaudio,soxr
pulseaudio,xorg-libX11
pulseaudio,xorg-libxcb
pulseaudio,xorg-libice
pulseaudio,xorg-libsm
pulseaudio,xorg-libXtst
py27-beaker,py27-setuptools
py27-beaker,py27-funcsigs
py27-beaker,python27
py27-cairo,cairo
py27-cairo,glib2
py27-cairo,python27
py27-funcsigs,python27
py27-gobject,glib2
py27-gobject,libffi
py27-gobject,py27-cairo
py27-gobject,gobject-introspection
py27-gobject,python27
py27-libxml2,libxml2
py27-libxml2,python27
py27-mako,py27-beaker
py27-mako,py27-setuptools
py27-mako,py27-markupsafe
py27-mako,python27
py27-markupsafe,python27
py27-setuptools,python27
py27-simplejson,python27
py39-beaker,py39-setuptools
py39-beaker,python39
py39-importlib-metadata,py39-zipp
py39-importlib-metadata,python39
py39-libxml2,libxml2
py39-libxml2,python39
py39-mako,py39-setuptools
py39-mako,py39-markupsafe
py39-mako,python39
py39-markdown,py39-importlib-metadata
py39-markdown,python39
py39-markupsafe,python39
py39-setuptools,python39
py39-zipp,python39
py310-anytree,py310-six
py310-anytree,python310
py310-lxml,zlib
py310-lxml,libxml2
py310-lxml,libxslt
py310-lxml,python310
py310-mako,py310-setuptools
py310-mako,py310-markupsafe
py310-mako,python310
py310-markdown,python310
py310-markupsafe,python310
py310-pygments,py310-setuptools
py310-pygments,python310
py310-pygments,pygments_select
py310-setuptools,python310
py310-six,python310
python27,bzip2
python27,db48
python27,expat
python27,gettext-runtime
python27,libedit
python27,libffi
python27,ncurses
python27,sqlite3
python27,zlib
python27,openssl11
python27,python_select
python27,python2_select
python37,bzip2
python37,expat
python37,gettext-runtime
python37,libedit
python37,libffi
python37,ncurses
python37,sqlite3
python37,xz
python37,zlib
python37,openssl11
python37,python_select
python37,python3_select
python39,bzip2
python39,expat
python39,gettext-runtime
python39,libedit
python39,libffi
python39,ncurses
python39,openssl
python39,sqlite3
python39,xz
python39,zlib
python39,python_select
python39,python3_select
python310,bzip2
python310,expat
python310,gettext-runtime
python310,libedit
python310,libffi
python310,ncurses
python310,openssl
python310,sqlite3
python310,xz
python310,zlib
python310,python_select
python310,python3_select
qt5-qtbase,zlib
qt5-qtbase,libpng
qt5-qtbase,libjpeg-turbo
qt5-qtbase,freetype
qt5-qtbase,dbus
qt5-qtbase,glib2
qt5-qtbase,icu
qt5-qtbase,pcre2
qt5-qtbase,harfbuzz
qt5-qtbase,double-conversion
qt5-qtbase,zstd
qt5-qtbase,openssl
qt5-qtdeclarative,qt5-qtsvg
qt5-qtdeclarative,qt5-qtbase
qt5-qtmacextras,qt5-qtbase
qt5-qtsvg,qt5-qtbase
rarian,libxslt
rarian,util-linux
rav1e,libiconv
readline,ncurses
rtmpdump,gnutls
rust,curl
rust,libiconv
rust,libgit2
rust,zlib
rust,openssl3
shared-mime-info,glib2
shared-mime-info,libxml2
shared-mime-info,bash
shared-mime-info,coreutils
spandsp-devel,tiff
speex,libogg
speex,speexdsp
sqlite3,libedit
sqlite3,ncurses
sqlite3,zlib
taglib,zlib
texinfo,gettext-runtime
texinfo,libiconv
texinfo,ncurses
texinfo,perl5.34
texlive-basic,texlive-common
texlive-basic,texlive-bin
texlive-bin,fontconfig
texlive-bin,freetype
texlive-bin,libpng
texlive-bin,ncurses
texlive-bin,zlib
texlive-bin,libzzip
texlive-bin,cairo
texlive-bin,libpixman
texlive-bin,graphite2
texlive-bin,icu
texlive-bin,harfbuzz
texlive-bin,harfbuzz-icu
texlive-bin,libpaper
texlive-bin,gmp
texlive-bin,mpfr
texlive-bin,potrace
texlive-bin,poppler
texlive-bin,texlive-common
texlive-bin,xorg-libXp
texlive-bin,xpm
texlive-bin,xorg-libXaw
texlive-bin,xorg-libXi
texlive-bin,ghostscript
texlive-fonts-recommended,texlive-basic
texlive-fonts-recommended,texlive-common
texlive-fonts-recommended,texlive-bin
texlive-latex-extra,texlive-latex-recommended
texlive-latex-extra,texlive-pictures
texlive-latex-extra,texlive-common
texlive-latex-extra,texlive-bin
texlive-latex-recommended,texlive-latex
texlive-latex-recommended,texlive-pictures
texlive-latex-recommended,texlive-common
texlive-latex-recommended,texlive-bin
texlive-math-science,texlive-fonts-recommended
texlive-math-science,texlive-latex
texlive-math-science,texlive-common
texlive-math-science,texlive-bin
texlive-pictures,texlive-basic
texlive-pictures,texlive-common
texlive-pictures,texlive-bin
tiff,lerc
tiff,libdeflate
tiff,libjpeg-turbo
tiff,xz
tiff,zlib
tiff,zstd
twolame,libsndfile
urw-fonts,fontconfig
util-linux,gettext
util-linux,ncurses
vala,gettext-runtime
vala,glib2
wavpack,libiconv
webkit2-gtk,atk
webkit2-gtk,at-spi2-atk
webkit2-gtk,bison
webkit2-gtk,cairo
webkit2-gtk,flex
webkit2-gtk,fontconfig
webkit2-gtk,freetype
webkit2-gtk,enchant2
webkit2-gtk,geoclue2
webkit2-gtk,glib2
webkit2-gtk,gobject-introspection
webkit2-gtk,gstreamer1
webkit2-gtk,gstreamer1-gst-plugins-bad
webkit2-gtk,gstreamer1-gst-plugins-base
webkit2-gtk,gstreamer1-gst-plugins-good
webkit2-gtk,gtk3
webkit2-gtk,harfbuzz-icu
webkit2-gtk,hyphen
webkit2-gtk,icu
webkit2-gtk,libjpeg-turbo
webkit2-gtk,libnotify
webkit2-gtk,libpng
webkit2-gtk,libsecret
webkit2-gtk,libsoup
webkit2-gtk,libxml2
webkit2-gtk,libxslt
webkit2-gtk,sqlite3
webkit2-gtk,webp
webkit2-gtk,woff2
webkit2-gtk,zlib
webkit2-gtk,mesa
webkit2-gtk,xorg-libXt
webkit2-gtk,adwaita-icon-theme
webp,giflib
webp,libjpeg-turbo
webp,libpng
webp,tiff
wine,
woff2,brotli
xar,openssl
xar,bzip2
xar,libxml2
xar,zlib
Xft2,zlib
Xft2,xrender
Xft2,freetype
Xft2,fontconfig
Xft2,expat
xmlto,docbook-xml
xmlto,docbook-xsl-nons
xmlto,fop
xmlto,libpaper
xmlto,libxml2
xmlto,libxslt
xmlto,w3m
xmlto,util-linux
xorg-libice,xorg-xorgproto
xorg-libsm,xorg-libice
xorg-libX11,xorg-libXdmcp
xorg-libX11,xorg-libXau
xorg-libX11,xorg-libxcb
xorg-libX11,xorg-xorgproto
xorg-libXau,xorg-xorgproto
xorg-libXaw,xorg-libsm
xorg-libXaw,xorg-libXext
xorg-libXaw,xorg-libXmu
xorg-libXaw,xpm
xorg-libXaw,xorg-libXt
xorg-libxcb,xorg-libXau
xorg-libxcb,xorg-libXdmcp
xorg-libxcb,xorg-xcb-proto
xorg-libXcomposite,xorg-libXfixes
xorg-libXcomposite,xorg-libXext
xorg-libXcomposite,xorg-xorgproto
xorg-libXcursor,xorg-libXfixes
xorg-libXcursor,xrender
xorg-libXdamage,xorg-libXfixes
xorg-libXdamage,xorg-xorgproto
xorg-libXext,xorg-libX11
xorg-libXext,xorg-xorgproto
xorg-libXfixes,xorg-libX11
xorg-libXfixes,xorg-xorgproto
xorg-libXi,xorg-libXext
xorg-libXi,xorg-libXfixes
xorg-libXi,xorg-xorgproto
xorg-libXinerama,xorg-libXext
xorg-libXinerama,xorg-xorgproto
xorg-libXmu,xorg-libXext
xorg-libXmu,xorg-libXt
xorg-libXp,xorg-libXext
xorg-libXp,xorg-xorgproto
xorg-libXp,xorg-libpthread-stubs
xorg-libXrandr,xorg-libX11
xorg-libXrandr,xorg-libXext
xorg-libXrandr,xrender
xorg-libXrandr,xorg-xorgproto
xorg-libXScrnSaver,xorg-libXext
xorg-libXScrnSaver,xorg-xorgproto
xorg-libXt,xorg-libsm
xorg-libXt,xorg-libX11
xorg-libXtst,xorg-libXext
xorg-libXtst,xorg-libXi
xorg-libXtst,xorg-xorgproto
xorg-libXv,xorg-libXext
xorg-libXv,xorg-xorgproto
xorg-libXxf86vm,xorg-libXext
xorg-libXxf86vm,xorg-xorgproto
xorg-xcb-proto,libxml2
xorg-xcb-util,xorg-libxcb
xorg-xcb-util,xorg-xorgproto
xpm,xorg-libXt
xpm,xorg-libXext
xpm,gettext
xrender,xorg-libX11
xrender,xorg-xorgproto
xz,libiconv
xz,gettext-runtime
zstd,lz4
zstd,xz
zstd,zlib
zvbi,gettext-runtime
zvbi,libiconv
zvbi,libpng
